Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft),RollStdev ft 1 day,Rolling mean 1 day,RollStdev 1 week,Rolling mean 1 week
2017-01-01,0:00,0.985,-,1.79,0.675155242,1.767916667,0.606613243,1.661547619
2017-01-01,1:00,0.906,-,1.65,0.680638953,1.784583333,0.609439528,1.656190476
2017-01-01,2:00,0.923,-,1.65,0.681940433,1.800833333,0.612299745,1.651666667
2017-01-01,3:00,1.067,-,1.75,0.681391905,1.810833333,0.615652613,1.64672619
2017-01-01,4:00,1.326,-,2.01,0.681497578,1.817083333,0.620474985,1.640119048
2017-01-01,5:00,1.644,-,2.31,0.682345566,1.819583333,0.628095207,1.630059524
2017-01-01,6:00,1.936,-,2.57,0.682345566,1.819583333,0.638627654,1.616190476
2017-01-01,7:00,2.114,-,2.7,0.681870297,1.819166667,0.653380276,1.598392857
2017-01-01,8:00,2.116,-,2.73,0.68654301,1.8225,0.67374523,1.5775
2017-01-01,9:00,1.922,-,2.51,0.693837783,1.8275,0.699530903,1.55452381
2017-01-01,10:00,1.553,-,2.19,0.704616249,1.836666667,0.731132569,1.531428571
2017-01-01,11:00,1.061,-,1.77,0.712612946,1.847916667,0.766779561,1.50922619
2017-01-01,12:00,0.524,-,1.32,0.714083861,1.86125,0.800420539,1.489880952
2017-01-01,13:00,0.027,-,0.93,0.70678582,1.87375,0.828173634,1.474464286
2017-01-01,14:00,-0.342,-,0.61,0.694442614,1.88375,0.850309384,1.4625
2017-01-01,15:00,-0.515,-,0.47,0.683062159,1.89,0.86654292,1.45375
2017-01-01,16:00,-0.461,-,0.64,0.68037274,1.89125,0.878241399,1.447142857
2017-01-01,17:00,-0.204,-,0.96,0.703790977,1.88,0.888724683,1.440416667
2017-01-01,18:00,0.182,-,1.31,0.733885826,1.861666667,0.897840896,1.433035714
2017-01-01,19:00,0.598,-,1.69,0.756961412,1.840833333,0.905757902,1.42452381
2017-01-01,20:00,0.948,-,2.02,0.771112503,1.816666667,0.913114645,1.413869048
2017-01-01,21:00,1.169,-,2.22,0.77316215,1.793333333,0.918834844,1.401547619
2017-01-01,22:00,1.242,-,2.34,0.76780319,1.775,0.921429963,1.389404762
2017-01-01,23:00,1.191,-,2.29,0.759518822,1.759166667,0.921292141,1.378154762
2017-01-02,0:00,1.066,-,2.19,0.752704183,1.74625,0.919991661,1.36875
2017-01-02,1:00,0.931,-,2.04,0.747399356,1.733333333,0.91802406,1.362202381
2017-01-02,2:00,0.854,-,1.89,0.744564725,1.72125,0.916516615,1.358035714
2017-01-02,3:00,0.885,-,1.9,0.744448901,1.707083333,0.915599965,1.355238095
2017-01-02,4:00,1.044,-,2.07,0.744311276,1.690833333,0.914624781,1.351845238
2017-01-02,5:00,1.308,-,2.31,0.740424746,1.66875,0.912944407,1.347083333
2017-01-02,6:00,1.613,-,2.56,0.727945167,1.644583333,0.910139091,1.339642857
2017-01-02,7:00,1.874,-,2.78,0.705515409,1.620416667,0.906552752,1.328511905
2017-01-02,8:00,2.011,-,2.85,0.67068211,1.593333333,0.90282718,1.313869048
2017-01-02,9:00,1.971,-,2.73,0.635812843,1.571666667,0.901645076,1.296190476
2017-01-02,10:00,1.747,-,2.46,0.614033794,1.55875,0.906034877,1.276607143
2017-01-02,11:00,1.367,-,2.09,0.611530362,1.557083333,0.916218563,1.256845238
2017-01-02,12:00,0.891,-,1.62,0.61520528,1.560833333,0.930589709,1.238333333
2017-01-02,13:00,0.395,-,1.17,0.618359066,1.57125,0.945148312,1.223095238
2017-01-02,14:00,-0.038,-,0.76,0.612903372,1.58375,0.956717979,1.211964286
2017-01-02,15:00,-0.327,-,0.5,0.598650051,1.595833333,0.964560012,1.204821429
2017-01-02,16:00,-0.417,-,0.37,0.581953077,1.605416667,0.968698885,1.200952381
2017-01-02,17:00,-0.29,-,0.52,0.568764234,1.611666667,0.970240851,1.199404762
2017-01-02,18:00,0.015,-,0.81,0.567932782,1.612083333,0.971147847,1.19827381
2017-01-02,19:00,0.416,-,1.11,0.571736327,1.609583333,0.972183964,1.196428571
2017-01-02,20:00,0.813,-,1.46,0.576337763,1.605,0.973144348,1.193571429
2017-01-02,21:00,1.119,-,1.78,0.577613625,1.60125,0.973695129,1.188988095
2017-01-02,22:00,1.282,-,1.96,0.57724232,1.6,0.97322104,1.182797619
2017-01-02,23:00,1.298,-,1.98,0.578383555,1.601666667,0.971604196,1.176428571
2017-01-03,0:00,1.198,-,1.88,0.583052313,1.6075,0.969612051,1.17125
2017-01-03,1:00,1.039,-,1.75,0.589219577,1.616666667,0.968189864,1.16827381
2017-01-03,2:00,0.884,-,1.55,0.59190784,1.62375,0.967831231,1.167619048
2017-01-03,3:00,0.797,-,1.51,0.591942118,1.630416667,0.968859604,1.169464286
2017-01-03,4:00,0.821,-,1.54,0.591708408,1.631666667,0.970678198,1.172440476
2017-01-03,5:00,0.969,-,1.73,0.592599133,1.627916667,0.972576585,1.175416667
2017-01-03,6:00,1.214,-,1.98,0.592341827,1.620833333,0.973157439,1.176309524
2017-01-03,7:00,1.493,-,2.13,0.587529679,1.607916667,0.97169285,1.173988095
2017-01-03,8:00,1.722,-,2.33,0.581437499,1.6,0.968858819,1.168452381
2017-01-03,9:00,1.831,-,2.42,0.574008124,1.59375,0.965256583,1.158869048
2017-01-03,10:00,1.777,-,2.42,0.569213639,1.590416667,0.962965416,1.14577381
2017-01-03,11:00,1.557,-,2.18,0.569850603,1.590833333,0.963256966,1.130297619
2017-01-03,12:00,1.205,-,1.87,0.581392631,1.6,0.967360707,1.114702381
