Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft),RollStdev ft 1 day,Rolling mean 1 day,RollStdev 1 week,Rolling mean 1 week
2016-01-01,0:00,1.465,-,2.32,0.408475205,1.594583333,0.652358684,1.300059524
2016-01-01,1:00,1.393,-,2.15,0.41748644,1.599166667,0.653757294,1.300892857
2016-01-01,2:00,1.238,-,1.98,0.433030901,1.60875,0.659011363,1.303988095
2016-01-01,3:00,1.042,-,1.73,0.443435003,1.617916667,0.669140974,1.309761905
2016-01-01,4:00,0.858,-,1.5,0.450516612,1.63,0.683948547,1.318452381
2016-01-01,5:00,0.737,-,1.39,0.450767261,1.642083333,0.702076384,1.329642857
2016-01-01,6:00,0.71,-,1.39,0.447806247,1.65,0.719667788,1.341488095
2016-01-01,7:00,0.783,-,1.42,0.448063264,1.649583333,0.734110924,1.352380952
2016-01-01,8:00,0.925,-,1.53,0.452793063,1.642916667,0.743620715,1.361130952
2016-01-01,9:00,1.088,-,1.7,0.4597534,1.630833333,0.74841989,1.36672619
2016-01-01,10:00,1.215,-,1.8,0.464970001,1.613333333,0.749576839,1.368511905
2016-01-01,11:00,1.268,-,1.85,0.465156978,1.596666667,0.748948771,1.366964286
2016-01-01,12:00,1.226,-,1.79,0.462519682,1.58125,0.74817554,1.362857143
2016-01-01,13:00,1.091,-,1.66,0.460399755,1.57125,0.748177588,1.357738095
2016-01-01,14:00,0.883,-,1.44,0.460282679,1.564166667,0.74823236,1.353988095
2016-01-01,15:00,0.638,-,1.21,0.46211686,1.559583333,0.748224052,1.353035714
2016-01-01,16:00,0.407,-,1.01,0.465841727,1.555416667,0.748294666,1.355059524
2016-01-01,17:00,0.25,-,0.89,0.470759485,1.551666667,0.749166165,1.360595238
2016-01-01,18:00,0.217,-,0.94,0.485319072,1.542916667,0.751395157,1.368690476
2016-01-01,19:00,0.331,-,1.07,0.514688417,1.525416667,0.755516354,1.377857143
2016-01-01,20:00,0.57,-,1.38,0.538883541,1.507083333,0.761080668,1.38702381
2016-01-01,21:00,0.878,-,1.72,0.553957436,1.485833333,0.767001864,1.394404762
2016-01-01,22:00,1.181,-,2.06,0.557010655,1.46,0.771859643,1.399404762
2016-01-01,23:00,1.415,-,2.34,0.542436131,1.4375,0.774440495,1.40172619
2016-01-02,0:00,1.539,-,2.43,0.516675549,1.418333333,0.774296923,1.401607143
2016-01-02,1:00,1.54,-,2.38,0.493020857,1.405,0.773327375,1.400833333
2016-01-02,2:00,1.429,-,2.2,0.479437888,1.397916667,0.773715993,1.401130952
2016-01-02,3:00,1.235,-,2.02,0.476589446,1.39625,0.777268986,1.403809524
2016-01-02,4:00,0.999,-,1.79,0.475467543,1.395416667,0.784493299,1.409107143
2016-01-02,5:00,0.772,-,1.58,0.473150863,1.3925,0.795650958,1.417321429
2016-01-02,6:00,0.605,-,1.38,0.472398866,1.390416667,0.809275884,1.427797619
2016-01-02,7:00,0.534,-,1.26,0.472757675,1.387083333,0.821252458,1.438869048
2016-01-02,8:00,0.568,-,1.24,0.480939411,1.37375,0.829358771,1.448928571
2016-01-02,9:00,0.684,-,1.28,0.499733081,1.35125,0.833374807,1.456607143
2016-01-02,10:00,0.836,-,1.4,0.520926571,1.324166667,0.834351007,1.460952381
2016-01-02,11:00,0.976,-,1.48,0.536364405,1.294583333,0.83434053,1.461488095
2016-01-02,12:00,1.062,-,1.55,0.543680426,1.266666667,0.835033928,1.45875
2016-01-02,13:00,1.074,-,1.49,0.544361746,1.240833333,0.837050396,1.453690476
2016-01-02,14:00,1.007,-,1.33,0.541864568,1.227916667,0.840007313,1.448035714
2016-01-02,15:00,0.87,-,1.11,0.542625795,1.230833333,0.841888837,1.444345238
2016-01-02,16:00,0.694,-,0.92,0.542703912,1.241666667,0.842225044,1.443630952
2016-01-02,17:00,0.526,-,0.68,0.53929839,1.249166667,0.841300775,1.446011905
2016-01-02,18:00,0.42,-,0.52,0.525522514,1.275,0.839515285,1.452380952
2016-01-02,19:00,0.425,-,0.63,0.500593669,1.31125,0.837766253,1.461666667
2016-01-02,20:00,0.558,-,0.87,0.479143068,1.339583333,0.837927527,1.471785714
2016-01-02,21:00,0.798,-,1.1,0.46987028,1.367083333,0.840278886,1.481428571
2016-01-02,22:00,1.088,-,1.52,0.471894117,1.393333333,0.844083619,1.490297619
2016-01-02,23:00,1.362,-,1.88,0.479310344,1.405833333,0.848974826,1.497142857
2016-01-03,0:00,1.558,-,2.11,0.482523372,1.40875,0.854228475,1.5025
2016-01-03,1:00,1.643,-,2.21,0.484453973,1.41,0.856995116,1.505297619
2016-01-03,2:00,1.604,-,2.16,0.485175711,1.410416667,0.860745594,1.508571429
2016-01-03,3:00,1.452,-,2,0.493778503,1.415416667,0.866072945,1.513035714
2016-01-03,4:00,1.212,-,1.72,0.495900403,1.417083333,0.874900842,1.520119048
2016-01-03,5:00,0.926,-,1.53,0.499318376,1.421666667,0.888552101,1.530952381
2016-01-03,6:00,0.646,-,1.3,0.499762262,1.423333333,0.905932447,1.544583333
2016-01-03,7:00,0.43,-,0.94,0.500257904,1.421666667,0.92499507,1.560535714
2016-01-03,8:00,0.318,-,0.7,0.496815766,1.425416667,0.939991702,1.577678571
2016-01-03,9:00,0.326,-,0.63,0.488683346,1.43125,0.94911534,1.594345238
2016-01-03,10:00,0.434,-,0.69,0.483878503,1.434166667,0.952749056,1.60875
2016-01-03,11:00,0.599,-,0.81,0.49169166,1.429583333,0.952210423,1.619166667
2016-01-03,12:00,0.772,-,0.93,0.503489274,1.421666667,0.950449834,1.625892857
2016-01-03,13:00,0.91,-,1.18,0.510199592,1.415833333,0.949015651,1.628988095
2016-01-03,14:00,0.985,-,1.4,0.516557726,1.406666667,0.949365162,1.628333333
2016-01-03,15:00,0.983,-,1.37,0.520591741,1.39375,0.95091379,1.625297619
2016-01-03,16:00,0.908,-,1.1,0.522410106,1.385833333,0.951976047,1.623035714
2016-01-03,17:00,0.786,-,1.3,0.519617334,1.3925,0.951576647,1.623869048
2016-01-03,18:00,0.662,-,1.39,0.519698735,1.392083333,0.95130229,1.625
2016-01-03,19:00,0.592,-,1.31,0.519807657,1.39,0.951221715,1.627440476
2016-01-03,20:00,0.62,-,1.53,0.519535572,1.392916667,0.951404884,1.63172619
2016-01-03,21:00,0.765,-,1.73,0.518725969,1.38625,0.952178022,1.635357143
2016-01-03,22:00,1.002,-,1.82,0.513851611,1.375,0.952543995,1.636904762
2016-01-03,23:00,1.277,-,1.95,0.506753663,1.364166667,0.952543995,1.636904762
2016-01-04,0:00,1.524,-,2.14,0.495784403,1.3525,0.952234685,1.634940476
2016-01-04,1:00,1.689,-,2.22,0.4780984,1.339583333,0.951567972,1.630654762
2016-01-04,2:00,1.736,-,2.28,0.458703079,1.327916667,0.950726072,1.625416667
