Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft),RollStdev ft 1 day,Rolling mean 1 day,RollStdev 1 week,Rolling mean 1 week
2021-01-01,0:00,1.047,-,2.19,0.988894768,1.992083333,0.808230383,1.327083333
2021-01-01,1:00,1.074,-,2.2,0.988267313,1.97875,0.813056486,1.33047619
2021-01-01,2:00,1.202,-,2.44,0.987897691,1.96125,0.81863518,1.334285714
2021-01-01,3:00,1.439,-,2.62,0.982928098,1.935416667,0.821904773,1.336369048
2021-01-01,4:00,1.748,-,2.93,0.97238352,1.910833333,0.822478726,1.33672619
2021-01-01,5:00,2.058,-,3.27,0.951592772,1.88375,0.817979282,1.334047619
2021-01-01,6:00,2.283,-,3.46,0.916699242,1.85375,0.806126208,1.326904762
2021-01-01,7:00,2.35,-,3.54,0.875873063,1.826666667,0.789626355,1.316666667
2021-01-01,8:00,2.221,-,3.31,0.834738525,1.803333333,0.770540545,1.303392857
2021-01-01,9:00,1.896,-,3,0.80567507,1.785833333,0.755304622,1.288928571
2021-01-01,10:00,1.413,-,2.52,0.785661242,1.77125,0.744971155,1.275119048
2021-01-01,11:00,0.837,-,1.96,0.778715032,1.763333333,0.740315458,1.263869048
2021-01-01,12:00,0.249,-,1.42,0.777884068,1.759166667,0.739602924,1.256369048
2021-01-01,13:00,-0.26,-,0.94,0.779340928,1.75625,0.740002021,1.25327381
2021-01-01,14:00,-0.605,-,0.55,0.781681113,1.754166667,0.739646954,1.25452381
2021-01-01,15:00,-0.73,-,0.31,0.784398135,1.7525,0.737664335,1.259345238
2021-01-01,16:00,-0.624,-,0.4,0.79177463,1.74875,0.734238771,1.266547619
2021-01-01,17:00,-0.33,-,0.73,0.812537513,1.737916667,0.731590474,1.273690476
2021-01-01,18:00,0.068,-,1.06,0.829472396,1.72625,0.730722356,1.278690476
2021-01-01,19:00,0.473,-,1.43,0.843107498,1.712916667,0.730672257,1.281130952
2021-01-01,20:00,0.803,-,1.78,0.852171034,1.697083333,0.730582487,1.280357143
2021-01-01,21:00,1.012,-,1.93,0.853436362,1.683333333,0.72955279,1.277321429
2021-01-01,22:00,1.097,-,1.93,0.851851777,1.674166667,0.727800854,1.273690476
2021-01-01,23:00,1.086,-,1.89,0.850874124,1.670416667,0.726361319,1.271488095
2021-01-02,0:00,1.031,-,1.87,0.850559492,1.669166667,0.725767462,1.270714286
2021-01-02,1:00,0.996,-,1.78,0.850187959,1.6675,0.725867985,1.270833333
2021-01-02,2:00,1.035,-,1.82,0.850536808,1.669583333,0.727173161,1.272321429
2021-01-02,3:00,1.184,-,2.03,0.850043051,1.665833333,0.729250047,1.274404762
2021-01-02,4:00,1.437,-,2.28,0.846912444,1.655416667,0.729636898,1.274761905
2021-01-02,5:00,1.751,-,2.55,0.837975368,1.63875,0.727355085,1.272797619
2021-01-02,6:00,2.047,-,2.81,0.822357758,1.62125,0.72114865,1.267380952
2021-01-02,7:00,2.241,-,2.98,0.800993835,1.604583333,0.711140874,1.258214286
2021-01-02,8:00,2.268,-,2.89,0.776558274,1.589166667,0.699364958,1.245178571
2021-01-02,9:00,2.098,-,2.65,0.76951142,1.585,0.690999014,1.230059524
